Constituency_No,Constituency_Name,Candidate_Name,Political_Party,Votes_Polled,Year,Province,Sex
NA-30,Sawat-II,Mr.Shujaat Ali Khan,Pakistan Muslim League(QA),15680,2002,KPK
NA-30,Sawat-II,Mr.Shaukat Ali,Pakistan Awami party,2592,2002,KPK
NA-30,Sawat-II,Mr.Fazal-e-Subhan,Muttahidda Majlis-e-Amal Pakistan,67085,2002,KPK
NA-30,Sawat-II,Mr.Muhammad Mukhtar,Pakistan Pakhtoonkhawa Milli Awami Party,2134,2002,KPK
NA-31,Shangla,Mr.Afsar-ul-Mulk,Pakistan Peoples Party Parliamentarians,11769,2002,KPK
NA-31,Shangla,Mr.Amir Muqam ,Muttahidda Majlis-e-Amal Pakistan,25960,2002,KPK
NA-31,Shangla,Mr.Jamal Zeb Khan,Pakistan Muslim League(N),2743,2002,KPK
NA-31,Shangla,Dr. Safeer Khan,Awami National Party,18676,2002,KPK
NA-31,Shangla,Mr.Ibadullah ,Independent,406,2002,KPK
NA-31,Shangla,Mr.Muhammad Saleem Khan,Independent,531,2002,KPK
NA-32,Chitral,Mr.Abdul Akbar Khan,Muttahidda Majlis-e-Amal Pakistan,36130,2002,KPK
NA-32,Chitral,Mr.Iftikharuddin ,Pakistan Muslim League(QA),23907,2002,KPK
NA-32,Chitral,Sardar Ali S. Aman,Pakistan Peoples Party Parliamentarians,20862,2002,KPK
NA-32,Chitral,Mr.Abdul Latif ,Pakistan Tehreek-e-Insaf,516,2002,KPK
NA-33,UpperDir(Recheck),Mr.Muhammad Anwar Khan Advocate,Pakistan Peoples Party Parliamentarians,24259,2002,KPK
NA-33,UpperDir(Recheck),Barrister Muhammad Islam Khan,Pakistan Peoples party(Sherpao),4184,2002,KPK
NA-33,UpperDir(Recheck),Mr.Gul Zamin Said,Awami National Party,3268,2002,KPK
NA-33,UpperDir(Recheck),Mr.Sultan Ali Shah,Pakistan Tehreek-e-Insaf,861,2002,KPK
NA-33,UpperDir(Recheck),Molana Asad Ullah,Muttahidda Majlis-e-Amal Pakistan,39362,2002,KPK
NA-34,LowerDir,Mr.Aurangzeb Khan ,Independent,313,2002,KPK
NA-34,LowerDir,Sardar Abul Hakeem Tajak Advocate,Pakistan Muslim League(QA),1123,2002,KPK
NA-34,LowerDir,Qazi Hussain Ahmad ,Muttahidda Majlis-e-Amal Pakistan,53799,2002,KPK
NA-34,LowerDir,Mr.Muhammad Ayub Khan,Awami National Party,34078,2002,KPK
NA-34,LowerDir,Mr.Muhammad Bashir ,Pakistan Tehreek-e-Insaf,1136,2002,KPK
NA-34,LowerDir,Mr.Muhammad Rashid Khan Advocate,Pakistan Muslim League(N),224,2002,KPK
NA-35,MalakandProtectedArea,Mr.Bahr-e-Karam,Awami National Party,5167,2002,KPK
NA-35,MalakandProtectedArea,Mr.Ziaullah,Pakistan Muslim League(N),1930,2002,KPK
NA-35,MalakandProtectedArea,Mr.Lal Muhammad Khan,Pakistan Peoples Party Parliamentarians,17538,2002,KPK
NA-35,MalakandProtectedArea,Mr.Muhammad Riaz Khan,Pakistan Muslim League(QA),5161,2002,KPK
NA-35,MalakandProtectedArea,Maulana Muhammad Inayat-ur-Rehman,Muttahidda Majlis-e-Amal Pakistan,37663,2002,KPK
NA-35,MalakandProtectedArea,Mr.Nowsherwan Qasir ,Pakistan Tehreek-e-Insaf,2117,2002,KPK
NA-36,TribalArea-I,Haji Manzoor Khan,Independent,64,2002,FATA
NA-36,TribalArea-I,Haji Nadir Khan,Independent,74,2002,FATA
NA-36,TribalArea-I,Mr.Hazrat Khan,Independent,1730,2002,FATA
NA-36,TribalArea-I,Mr.Azmat Khan,Independent,3922,2002,FATA
NA-36,TribalArea-I,Mr.Mehbub Sher,Independent,1208,2002,FATA
NA-36,TribalArea-I,Mr.Muhammad Azad Khan,Independent,27,2002,FATA
NA-36,TribalArea-I,Mr.Zahir Shah Advocate,Independent,60,2002,FATA
NA-36,TribalArea-I,Mr.Muallam Khan ,Independent,76,2002,FATA
NA-36,TribalArea-I,Malik Badri Zaman,Independent,959,2002,FATA
NA-36,TribalArea-I,Maulana Ghulam Muhammad Sadiq ,Independent,16358,2002,FATA
